<HTML>
<BODY>
<PRE>
Cue, Mss, Assoc, Rank, Strength
RECOMMENDATION, 21, REFERRAL, 15, .02
RED, 14, GAUDY, 14, .02
REFEREE, 19, BLACK AND WHITE, 11, .03
REFEREE, 19, GOALIE, 19, .01
REFLECT, 13, LOOK BACK, 5, .03
REFLECT, 13, REFRACT, 13, .01
REFLECTION, 11, MYSELF, 6, .02
REFLECTION, 11, INTROSPECTION, 7, .01
REFLECTION, 11, REFRACTION, 11, .01
REFRESHING, 17, SOOTHING, 11, .02
REFRESHING, 17, COLA, 14, .01
REFRESHING, 17, COLD WATER, 15, .01
REFRESHING, 17, COOLING, 16, .01
REFRIGERATOR, 9, ICEBOX, 6, .02
REFUSE, 18, WON'T, 4, .06
REFUSE, 18, TO, 18, .01
REFUSE, 18, TURN DOWN, 19, .01
REGRET, 22, REPENT, 14, .01
REGRET, 22, RESENT, 21, .01
REGRET, 22, RETHINK, 22, .01
REGRET, 22, TAKE BACK, 23, .01
REGULATION, 12, DEREGULATION, 10, .01
REGULATION, 12, OVERTIME, 12, .01
REJOICE, 18, HALLELUJAH, 12, .02
REJOICE, 18, JUBILATION, 13, .02
REJOICE, 18, ECSTATIC, 14, .01
REJOICE, 18, PROCLAIM, 17, .01
RELATION, 16, CONNECTION, 11, .02
RELATIONSHIP, 19, BREAK UP, 10, .01
RELATIONSHIP, 19, SHARING, 17, .01
RELATIVITY, 19, PERTINENCE, 12, .02
RELATIVITY, 19, ASSOCIATION, 13, .01
RELATIVITY, 19, CONGRUENT, 14, .01
RELAX, 20, RECLINE, 16, .01
RELAX, 20, UNWIND, 20, .01
RELAXED, 19, STRESSED, 9, .03
RELAXED, 19, LAY DOWN, 19, .01
RELAXED, 19, UP TIGHT, 20, .01
RELIGION, 14, ATHEIST, 9, .03
RELIGION, 14, PRESBYTERIAN, 15, .01
RELY, 9, COUNT ON, 6, .03
RELY, 9, UPON, 7, .02
REMAIN, 6, GOT, 7, .01
REMARK, 15, SNIDE, 15, .01
REMIND, 11, REWIND, 11, .01
REMINISCENCE, 6, OLD TIMES, 5, .02
REMOVE, 16, ERASE, 4, .04
REMOVE, 16, RID, 10, .02
RENOUNCE, 27, DENOUNCE, 7, .02
RENOUNCE, 27, DECLARE, 18, .01
RENOUNCE, 27, REPENT, 24, .01
RENOUNCE, 27, TAKE BACK, 28, .01
RENT, 15, PAID, 15, .01
REPAIR, 8, MAINTENANCE, 9, .01
REPENTANCE, 20, CONVICTION, 12, .01
REPENTANCE, 20, REPENT, 14, .01
REPENTANCE, 20, SAVED, 15, .01
REPENTANCE, 20, DO OVER, 17, .01
REPENTANCE, 20, REPAY, 20, .01
REPENTANCE, 20, REPETITIVE, 21, .01
REPLACE, 22, PUT BACK, 7, .04
REPLACE, 22, SUBSTITUTE, 14, .03
REPLACE, 22, RENEW, 21, .02
REPRIMAND, 7, ADMONISH, 8, .01
REPUBLIC, 17, DOMINICAN, 8, .03
REPUBLIC, 17, CUBA, 10, .03
REPUBLICAN, 9, REAGAN, 4, .05
REPUBLICAN, 9, CONSERVATIVE, 5, .03
RESEARCH, 16, INVESTIGATION, 15, .01
RESERVATION, 16, AIRLINE, 11, .01
RESERVE, 16, INDIANS, 14, .01
RESERVE, 16, TICKETS, 17, .01
RESISTANCE, 29, HOLD BACK, 8, .01
RESISTANCE, 29, RESTRAIN, 12, .01
RESISTANCE, 29, UNWILLING, 16, .01
RESISTANCE, 29, FRICTION, 22, .01
RESISTANCE, 29, HINDRANCE, 24, .01
RESISTANCE, 29, OHMS, 26, .01
RESISTANCE, 29, OPPOSITION, 27, .01
RESISTANCE, 29, WITHSTAND, 30, .01
RESPECT, 26, DISRESPECT, 22, .01
RESPECT, 26, RESPECTFUL, 27, .01
RESULT, 17, OF, 17, .01
RETREAT, 27, WITHDRAW, 6, .03
RETREAT, 27, FORFEIT, 23, .01
RETREAT, 27, PROGRESS, 25, .01
RETREAT, 27, SURRENDER, 28, .01
REVOLUTION, 14, EVOLUTION, 4, .03
REVOLUTION, 14, INDUSTRIAL, 12, .01
REVOLUTION, 14, REBELLION, 13, .01
REVOLUTION, 14, UPRISING, 15, .01
REWARD, 20, POSTER, 18, .01
RHYME, 17, CLASH, 13, .01
RHYME, 17, JINGLE, 14, .01
RHYME, 17, MOTHERGOOSE, 15, .01
RHYTHM, 13, REGGAE, 12, .01
RHYTHM, 13, TEMPO, 14, .01
RIB, 22, ADAM, 8, .03
RIB, 22, STERNUM, 23, .01
RIDDLE, 11, TEASER, 11, .01
RIDE, 14, MOTORBIKE, 12, .01
RIDE, 14, ROLLER-COASTER, 13, .01
RIDICULE, 18, MAKE FUN OF, 5, .07
RIDICULE, 18, BELITTLE, 8, .02
RIDICULE, 18, MOCK, 9, .02
RIDICULE, 18, DEMEAN, 13, .01
RIDICULE, 18, TAUNT, 19, .01
RIDICULOUS, 13, LUDICROUS, 7, .03
RIGHTEOUSNESS, 24, DUDE, 15, .01
RIGHTEOUSNESS, 24, HYPOCRITICAL, 18, .01
RIGHTEOUSNESS, 24, POMPOUS, 20, .01
RIGID, 11, STURDY, 12, .01
RIM, 20, BRIM, 15, .01
RIVER, 20, MISSISSIPPI, 10, .03
RIVER, 20, HILLSBOROUGH, 11, .02
RIVER, 20, RAPIDS, 13, .02
ROACH, 17, CLIP, 7, .04
ROACH, 17, REPELLANT, 9, .03
ROACH, 17, COCKROACH, 13, .02
ROAD, 24, PAVED, 23, .01
ROAD, 24, ROCKY, 24, .01
ROAM, 15, B-52'S, 11, .01
ROB, 9, BOB, 4, .03
ROBBERY, 16, ARMED, 11, .02
ROBE, 18, TERRY, 12, .02
ROBE, 18, HOUSECOAT, 15, .02
ROBE, 18, NAKED, 16, .02
ROBIN, 6, RED BREAST, 7, .01
ROCKET, 18, NASA, 13, .03
ROCKET, 18, BOOSTER, 16, .02
ROD, 15, STEWART, 4, .08
RODEO, 8, BRONCO, 7, .02
ROMANTIC, 19, LOVELY, 16, .01
ROMANTIC, 19, ROMEO, 19, .01
ROOM, 22, PRIVACY, 10, .03
ROOMMATE, 19, BITCH, 11, .01
ROOSTER, 7, COCK-A-DOODLE-DO, 6, .05
ROPE, 21, HEMP, 19, .01
ROPE, 21, REPEL, 20, .01
ROSE, 10, CARNATION, 10, .03
ROSES, 16, BUDS, 9, .01
ROSES, 16, CARNATIONS, 10, .01
ROSES, 16, GUNS, 13, .01
ROT, 23, RANCID, 21, .01
ROTTEN, 13, SCOUNDREL, 10, .02
ROUGE, 8, BATON, 6, .05
ROUGH, 17, ABRASIVE, 11, .01
ROUGH, 17, COARSE, 12, .01
ROUGH, 17, ROCKY, 17, .01
ROUGH, 17, RUGGED, 18, .01
ROUTINE, 27, RUT, 11, .03
ROUTINE, 27, MUNDANE, 15, .01
ROW, 9, AISLE, 6, .02
ROYAL, 17, PEASANT, 12, .02
ROYAL, 17, REGAL, 14, .02
ROYALTY, 11, DIANA, 5, .02
RUB, 23, ERASE, 13, .01
RUB, 23, FRICTION, 15, .01
RUB, 23, KNEAD, 18, .01
RUBBER, 20, TROJAN, 8, .03
RUBBER, 20, LATEX, 15, .01
RUDE, 20, DISCOURTEOUS, 14, .01
RULE, 21, GORDON, 8, .03
RULE, 21, GUIDELINE, 15, .01
RULES, 12, ABIDE, 10, .01
RUM, 10, DAIQUIRI, 11, .02
RUMOR, 16, HEARD, 10, .02
RUMOR, 16, GRAPEVINE, 12, .01
RUMOR, 16, HEARSAY, 13, .01
RUST, 17, OXIDATION, 10, .03
SACRED, 21, CHERISHED, 14, .01
SACRED, 21, SACRILEGIOUS, 20, .01
SAFARI, 15, EXPEDITION, 13, .01
SAFARI, 15, SURFING, 15, .01
SAFE, 21, UNSAFE, 12, .02
SAFETY, 19, GOGGLES, 6, .04
SAFETY, 19, PRECAUTION, 11, .03
SAGE, 14, BASIL, 10, .01
SAGE, 14, ROSEMARY, 14, .01
SALE, 17, DISCOUNT, 10, .03
SALESMAN, 28, COMMISSION, 13, .02
SALESMAN, 28, MARKETING, 23, .01
SALESMAN, 28, REPRESENTATIVE, 26, .01
SALUTE, 15, DRINKING, 13, .01
SALUTE, 15, HAND SHAKE, 16, .01
SANDALS, 11, STRAPS, 11, .01
SANDPAPER, 11, COARSE, 7, .02
SAPPHIRE, 12, BIRTHSTONE, 11, .01
SARDINE, 11, KIPPER, 8, .02
SATAN, 12, 666, 8, .01
SATAN, 12, LUCIFER, 9, .01
SATIN, 9, SHEEN, 10, .01
SAUCE, 15, BERNAISE, 11, .01
SAUCE, 15, CRAM, 13, .01
SAUCE, 15, SALSA, 16, .01
SAUCER, 11, UFO, 8, .02
SAUSAGE, 25, KIELBASA, 15, .02
SAUSAGE, 25, WIENER, 18, .02
SAUSAGE, 25, GERMAN, 19, .01
SAUSAGE, 25, VIENNA, 26, .01
SAVE, 17, CONSERVE, 9, .02
SAVE, 17, MISER, 18, .01
SAXOPHONE, 17, FRENCH HORN, 14, .01
SAY, 13, SAID, 12, .01
SCALE, 14, 1 TO 10, 10, .01
SCALPEL, 12, FORCEPS, 11, .01
SCAPEGOAT, 21, PATSY, 5, .04
SCAPEGOAT, 21, SUCKER, 10, .02
SCAPEGOAT, 21, ACCUSED, 11, .01
SCAPEGOAT, 21, JEW, 18, .01
SCAR, 26, PERMANENT, 12, .03
SCAR, 26, SCAB, 15, .02
SCAR, 26, STITCHES, 17, .02
SCAR, 26, BLEMISH, 20, .01
SCARCE, 18, ABUNDANT, 9, .02
SCARCE, 18, ECONOMICS, 12, .01
SCARCE, 18, LIMITED, 14, .01
SCARCE, 18, SPARSE, 19, .01
SCARCITY, 19, SHORTAGE, 12, .02
SCARCITY, 19, SPARSE, 13, .02
SCARCITY, 19, EXTINCTION, 14, .01
SCARCITY, 19, LIMITED, 17, .01
SCARCITY, 19, NOT THERE, 18, .01
SCARED, 12, TERRIFIED, 11, .01
SCARF, 17, MUFFLER, 16, .02
SCARY, 13, SPOOKY, 11, .02
SCARY, 13, JASON, 13, .01
SCENERY, 22, RELAXING, 21, .01
SCHEDULE, 15, ITINERARY, 10, .02
SCHEDULE, 15, SYLLABUS, 15, .01
SCHOLARSHIP, 13, ACADEMIC, 8, .02
SCHOLARSHIP, 13, GRADES, 10, .02
SCHOOL, 22, USF, 13, .03
SCHOOL, 22, ELEMENTARY, 19, .01
SCIENTIFIC, 25, NOTATION, 8, .03
SCIENTIFIC, 25, CALCULATED, 19, .01
SCIENTIFIC, 25, INTENSE, 23, .01
SCIENTIFIC, 25, REASONING, 26, .01
SCOLD, 13, CHASTISE, 5, .03
SCOLD, 13, SCORN, 13, .01
SCOOP, 13, POOP, 5, .04
SCRAMBLE, 11, JUMBLE, 9, .01
SCRAMBLE, 11, SCATTER, 12, .01
SCRAMBLED, 9, CONFUSED, 5, .02
SCRAMBLED, 9, JUMBLE, 10, .01
SCRAP, 20, LEFTOVERS, 12, .03
SCRAP, 20, THROW AWAY, 20, .02
SCRATCH, 13, SCRAPE, 8, .03
SCREAM, 12, SHRIEK, 13, .02
SCREWDRIVER, 12, PHILLIPS, 10, .04
SCROLL, 16, SCAN, 11, .02
SCROLL, 16, TORAH, 13, .02
SCROLL, 16, DEAD SEA, 14, .01
SCROLL, 16, SCRIPT, 16, .01
SCRUB, 19, SCOUR, 9, .03
SCRUB, 19, SCRAPE, 11, .02
SCULPTURE, 20, ARTISTIC, 11, .02
SCULPTURE, 20, CARVE, 12, .02
SCULPTURE, 20, BUST, 15, .01
SCULPTURE, 20, DAVID, 16, .01
SCUM, 23, SLEAZE, 22, .01
SCUM, 23, SUCKER, 23, .01
SEA, 15, GULF, 12, .01
SEAGULL, 10, SHIT, 5, .02
SEASON, 14, GREETING, 12, .01
SEASON, 14, TICKETS, 14, .01
SEATBELT, 11, HARNESS, 9, .01
SEATBELT, 11, RESTRAIN, 11, .01
SECLUDED, 16, HERMIT, 13, .01
SECLUDED, 16, RELAXATION, 16, .01
SECOND, 10, NEXT, 7, .03
SECRET, 24, ADMIRER, 9, .04
SECRET, 24, CONFIDENTIAL, 11, .03
SECRET, 24, SHHH, 22, .01
SECTION, 13, GRAPEFRUIT, 13, .01
SECURITY, 13, COUNCIL, 11, .01
SECURITY, 13, INSECURITY, 13, .01
SEDATIVE, 10, NARCOTIC, 9, .01
SEDATIVE, 10, VALIUM, 11, .01
SEED, 13, SPROUT, 12, .02
SEIZE, 17, THE DAY, 10, .02
SEIZE, 17, COPS, 13, .01
SEIZE, 17, SURRENDER, 18, .01
SELECT, 6, CHOSEN, 7, .01
SELF, 13, MYSELF, 14, .01
SELFISH, 17, SELF-CENTERED, 8, .03
SELFISH, 17, UNGIVING, 12, .02
SELFISH, 17, UNTHOUGHTFUL, 18, .01
SELL, 14, VEND, 7, .02
SELL, 14, AUCTION, 11, .01
SELL, 14, SOLICIT, 15, .01
SELLER, 12, SOLD, 12, .01
SELLER, 12, VENDOR, 13, .01
SENATE, 14, CROOKS, 8, .02
SENATE, 14, REPRESENTATIVE, 9, .02
SENATE, 14, CHEATS, 11, .01
SEND, 15, SENT, 10, .02
SEND, 15, TRANSMIT, 11, .02
SEND, 15, MESSENGER, 15, .01
SENSE, 18, SIXTH, 13, .02
SENTENCE, 18, FRAGMENT, 14, .01
SENTENCE, 18, RUN-ON, 17, .01
SEPARATE, 10, SORT, 11, .01
SERGEANT, 16, FLEA COLLAR, 15, .01
SERIES, 17, CONTINUOUS, 7, .03
SERIES, 17, CONSECUTIVE, 13, .01
SERIOUS, 20, INTENSE, 9, .02
SERPENT, 8, LOCH NESS, 7, .02
SESSION, 12, COUNCIL, 10, .01
SET, 23, SAT, 21, .01
SEVERAL, 12, THOUSAND, 11, .01
SEVERE, 20, CRUCIAL, 17, .01
SEX, 15, INTERCOURSE, 9, .03
SEXY, 21, MODELS, 20, .01
SEXY, 21, SULTRY, 21, .01
SHACK, 17, LEAN-TO, 15, .01
SHADOW, 18, SILHOUETTE, 19, .01
SHAG, 10, FAG, 8, .01
SHAKE, 20, TREMBLE, 19, .01
SHAMPOO, 7, PERT, 7, .02
SHAPE, 18, CARVE, 13, .01
SHAPE, 18, CONTOUR, 14, .01
SHARE, 20, WARE, 21, .01
SHARP, 18, PIERCE, 15, .01
SHAVE, 12, STUBBLE, 10, .04
SHED, 26, BACK YARD, 12, .02
SHED, 26, MOLT, 15, .02
SHELF, 19, AWARDS, 13, .01
SHELF, 19, BOOKCASE, 14, .01
SHELL, 17, CONCH, 10, .01
SHELTER, 15, HOUSING, 14, .01
SHEPHERD, 13, GERMAN, 6, .03
SHEPHERD, 13, FLOCK, 11, .01
SHEPHERD, 13, HERDER, 14, .01
SHERIFF, 8, MARSHALL, 8, .02
SHINE, 9, SPARKLE, 7, .04
SHINY, 19, GLOSSY, 7, .05
SHINY, 19, SHIMMER, 19, .01
SHIRT, 17, TEE, 14, .02
SHIVER, 8, TIMBERS, 9, .02
SHOCK, 19, STUNNED, 13, .02
SHOCK, 19, ABSORBER, 14, .01
SHOCK, 19, AMAZEMENT, 15, .01
SHOELACE, 7, UNTIED, 6, .03
SHOELACE, 7, TENNIS SHOE, 8, .01
SHOOTING, 15, GALLERY, 5, .04
SHOP, 14, BOUTIQUE, 9, .01
SHORT, 9, CIRCUIT, 5, .02
SHORT, 9, STOCKY, 10, .01
SHORTCAKE, 9, CHEESECAKE, 9, .01
SHORTS, 16, BERMUDA, 9, .02
SHOT, 13, WOUNDED, 10, .03
SHOULDER, 21, SHRUG, 21, .01
SHOW, 24, BROADWAY, 13, .02
SHRINE, 18, BUDDHA, 8, .02
SHRINE, 18, GUADELOUPE, 12, .01
SHRINE, 18, SHRINER, 17, .01
SHRUB, 8, MONTY PYTHON, 8, .01
SHUN, 23, ABANDON, 14, .01
SHUN, 23, CLIQUE, 15, .01
SHUN, 23, SCORN, 21, .01
SHUN, 23, SNUB, 23, .01
SHUTTLE, 12, TRANSPORT, 7, .02
SHY, 16, COY, 15, .01
SHY, 16, EXTROVERT, 16, .01
SICKLE, 16, ANEMIA, 5, .03
SICKLE, 16, SCYTHE, 11, .02
SICKNESS, 16, UNHEALTHY, 10, .03
SICKNESS, 16, CHICKEN POX, 14, .01
SICKNESS, 16, WELL BEING, 17, .01
SIDEWALK, 16, CROSSWALK, 15, .01
SIDEWALK, 16, PATHWAY, 16, .01
SIDING, 15, VINYL, 7, .03
SIDING, 15, WALLS, 8, .03
SIDING, 15, SEARS, 11, .02
SIDING, 15, OPPOSE, 15, .01
SIGNAL, 16, BLINKER, 14, .01
SIGNAL, 16, INDICATE, 17, .01
SIGNATURE, 16, JOHN HANCOCK, 4, .05
SIGNATURE, 16, AUTOGRAPH, 7, .02
SIGNATURE, 16, FORGERY, 14, .01
SIGNATURE, 16, PAPERS, 15, .01
SILENCE, 11, DEAFENING, 10, .01
SILENT, 9, TALKATIVE, 8, .03
SILVERWARE, 22, CUTLERY, 15, .01
SILVERWARE, 22, DINNERWARE, 16, .01
SILVERWARE, 22, FLATWARE, 18, .01
SIN, 13, REPENT, 13, .02
SINCERE, 16, THOUGHTFUL, 17, .01
SINCERITY, 14, INSINCERE, 9, .02
SINCERITY, 14, DEAR, 11, .01
SINCERITY, 14, POLITENESS, 13, .01
SING, 17, SANG, 12, .02
SINGER, 20, SONGWRITER, 11, .02
SINGER, 20, VOCAL, 12, .02
SINGER, 20, MUSICIAN, 17, .01
SINGER, 20, PERFORMER, 19, .01
SINGER, 20, VOCALIST, 21, .01
SINGLE, 11, BACHELOR, 7, .03
SINGLE, 11, UNMARRIED, 12, .01
SINK, 18, WASHBASIN, 10, .04
SIP, 16, CAPPUCCINO, 14, .01
SIREN, 17, FIRE ENGINE, 8, .04
SIREN, 17, FIRE TRUCK, 16, .01
SIREN, 17, WAIL, 18, .01
SIRLOIN, 5, PRIME RIB, 6, .01
SISTER, 16, IN-LAW, 10, .01
SISTER, 16, YOUNGER, 17, .01
SIT, 14, SAT, 7, .02
SIT, 14, SQUAT, 13, .01
SITUATION, 16, PREDICAMENT, 11, .02
SIX, 8, CHILDHOOD, 6, .02
SKIN, 23, EPIDERMIS, 4, .06
SKINNY, 10, BONY, 4, .04
SKINNY, 10, ANOREXIA, 5, .03
SKIRT, 15, FEMININE, 13, .01
SKULL, 9, CROSS BONES, 8, .02
SKY, 12, SKYDIVING, 10, .01
SLAB, 17, DAB, 15, .01
SLANDER, 24, LIABLE, 11, .02
SLANDER, 24, SLANG, 12, .02
SLANDER, 24, DEFAME, 15, .01
SLAP, 15, SMACK, 6, .05
SLEEPY, 10, HOLLOW, 10, .01
SLICE, 13, SPLICE, 14, .01
SLICK, 13, RICK, 11, .02
SLIDE, 19, SKID, 14, .02
SLIDE, 19, PROJECTOR, 20, .01
SLIMY, 16, GRIMY, 15, .01
SLIMY, 16, OOZE, 16, .01
SLING, 12, SHIT, 11, .01
SLING, 12, STONES, 12, .01
SLITHER, 8, SLINK, 6, .03
SLITHER, 8, SQUIRM, 7, .03
SLIVER, 18, SHARON STONE, 13, .03
SLOB, 14, BLOB, 10, .01
SLOPE, 14, SLANT, 8, .03
SLOPE, 14, INTERCEPT, 11, .01
SLOW, 11, DRIVING, 9, .01
SLUG, 15, LEECH, 10, .03
SLUM, 20, HARLEM, 8, .03
SLUM, 20, SEWER, 19, .01
SMALL, 9, PETITE, 9, .01
SMART, 14, ALECK, 7, .01
SMASH, 20, SMUSH, 18, .01
SMEAR, 21, ERASE, 16, .01
SMEAR, 21, MUSH, 19, .01
SMEAR, 21, PAP SMEAR, 20, .01
SMEAR, 21, SMUG, 21, .01
SMEAR, 21, STREAK, 22, .01
SMELT, 16, DELT, 12, .01
SMILE, 12, GRIN, 7, .03
SMOKING, 17, NONSMOKING, 4, .06
SMOKING, 17, BURNING, 13, .02
SMOTHER, 18, BROTHERS, 15, .01
SMOTHER, 18, EXTINGUISH, 18, .01
SMOTHER, 18, SMOULDER, 19, .01
SMUDGE, 11, FINGERPRINT, 5, .03
SNACK, 18, SNICKERS, 8, .04
SNAKE, 21, HISS, 17, .01
SNAKE, 21, PYTHON, 18, .01
SNAP, 16, CLAP, 15, .01
SNATCH, 10, VAGINA, 11, .01
SNEAKER, 11, NIKE, 7, .01
SNEAKER, 11, REEBOK, 8, .01
SNEAKY, 20, TRICKY, 9, .03
SNEAKY, 20, BASTARD, 10, .02
SNEAKY, 20, SUSPICIOUS, 17, .02
SNEAKY, 20, CONNIVING, 18, .01
SNEAKY, 20, MISCHIEVOUS, 20, .01
SNEEZE, 13, ACHOO, 7, .03
SNORE, 11, SNORT, 12, .01
SNORKEL, 12, FINS, 8, .05
SNORKEL, 12, BAHAMAS, 9, .03
SNORKEL, 12, KEY WEST, 11, .03
SNOW, 14, SLEET, 10, .03
SNUGGLE, 16, SOFTENER, 5, .05
SNUGGLE, 16, TEDDY BEAR, 12, .02
SNUGGLE, 16, DOWNY, 16, .01
SOAP, 22, ON A ROPE, 22, .01
SOBER, 10, HANGOVER, 9, .01
SOBER, 10, NOT DRUNK, 10, .01
SOBER, 10, RATIONAL, 11, .01
SOCIETY, 18, SOCIOLOGY, 6, .03
SOCIETY, 18, CIVILIZATION, 7, .02
SODA, 12, COLA, 6, .03
SODA, 12, CARBONATED, 8, .01
SOFA, 10, SLEEPER, 11, .01
SOFT, 19, PLEASING, 17, .01
SOFT DRINK, 12, CARBONATION, 6, .03
SOFT DRINK, 12, SOD, 10, .02
SOFTBALL, 15, HANDBALL, 10, .01
SOFTBALL, 15, HARDBALL, 11, .01
SOLDIER, 13, TROOPS, 14, .01
SOLE, 9, ONLY, 5, .06
SOLID, 17, HOLLOW, 17, .01
SOLVE, 18, DECIPHER, 15, .01
SOME, 16, ANY, 14, .01
SOMETHING, 11, IT, 5, .03
SOMETHING, 11, ELSE, 7, .02
SOMETHING, 11, SOMEONE, 11, .01
SONG, 16, LYRICS, 9, .02
SONG, 16, BALLAD, 14, .01
SORE, 17, PAINFUL, 9, .03
SORE, 17, BLISTER, 11, .01
SORE, 17, OW, 16, .01
SORORITY, 17, CHICKS, 8, .02
SORORITY, 17, CLIQUE, 9, .02
SORORITY, 17, SUCKS, 11, .02
SORORITY, 17, BITCH, 12, .01
SORORITY, 17, FEMALES, 13, .01
SORRY, 17, CHARLIE, 8, .03
SOUL, 20, SEARCHING, 21, .01
SOUP, 25, CAMPBELL, 6, .07
SOUR, 13, SOURPUSS, 14, .01
SOUTH, 7, REDNECK, 8, .01
SPACE, 25, OUTER, 4, .06
SPACE, 25, NASA, 18, .02
SPACE, 25, CADET, 20, .01
SPADE, 13, NEUTERED, 13, .01
SPAGHETTI, 13, O'S, 10, .01
SPAGHETTI, 13, RAVIOLI, 11, .01
SPAGHETTI, 13, STRINGS, 12, .01
SPAN, 12, SPIC, 7, .03
SPAN, 12, LIFETIME, 12, .01
SPANK, 19, NAUGHTY, 18, .01
SPARE, 11, ADDITIONAL, 8, .01
SPARE, 11, PARTS, 11, .01
SPEAKER, 21, ANNOUNCER, 16, .01
SPEAKER, 21, CERWIN VEGAS, 18, .01
SPEAKER, 21, ORATOR, 20, .01
SPECIAL, 20, DEAR, 10, .02
SPECIAL, 20, OCCASION, 19, .01
SPELL, 21, MISSPELL, 14, .03
SPELL, 21, CAN'T, 19, .01
SPICY, 8, MEXICAN, 5, .02
SPICY, 8, CAJUN, 6, .01
SPIKE, 23, LEE, 2, .14
SPIKE, 23, CLEAT, 9, .03
SPIRIT, 17, PEP, 10, .03
SPIRIT, 17, ENTHUSIASM, 15, .01
SPIT, 23, SLOBBER, 6, .03
SPIT, 23, SPEW, 15, .02
SPIT, 23, PHLEGM, 21, .01
SPIT, 23, SPAT, 23, .01
SPLASH, 9, SPLISH, 6, .03
SPLIT, 28, ENDS, 4, .06
SPLIT, 28, RIPPED, 16, .03
SPLIT, 28, DIVIDED, 25, .01
SPOILED, 12, SMELLY, 13, .01
SPONGE, 18, ABSORB, 9, .03
SPONGE, 18, DOCKS, 10, .03
SPONGE, 18, HOLES, 13, .02
SPORTS, 20, ILLUSTRATED, 7, .03
SPORTS, 20, ATHLETICS, 10, .02
SPORTS, 20, CASTER, 15, .01
SPOTLESS, 14, CLEANERS, 3, .02
SPOTLESS, 14, IMMACULATE, 5, .02
SPOTLESS, 14, CASCADE, 11, .01
SPREAD, 15, DISTRIBUTE, 11, .02
SPRINKLE, 19, SCATTER, 17, .01
SPRINKLE, 19, TINKLE, 20, .01
SQUARE, 13, PEG, 12, .01
SQUASH, 20, FLATTEN, 13, .02
SQUASH, 20, SMOOSH, 18, .01
SQUASH, 20, SMUSH, 19, .01
SQUASH, 20, SQUISH, 20, .01
SQUEAK, 13, CREAK, 8, .04
SQUEAL, 22, YELP, 4, .06
SQUEAL, 22, TATTLE, 6, .06
SQUEAL, 22, SNITCH, 8, .04
SQUEAL, 22, TIRES, 10, .03
SQUEAL, 22, NARC, 20, .01
SQUEAL, 22, SCREECH, 22, .01
SQUEAL, 22, SQUIRM, 23, .01
SQUEEZE, 21, SQUISH, 8, .03
SQUEEZE, 21, CHARMIN, 11, .02
SQUID, 14, TENTACLES, 6, .04
SQUINT, 16, BLINK, 6, .02
SQUINT, 16, WINK, 13, .02
SQUIRREL, 11, BUSHY, 12, .01
STAB, 12, GOUGE, 10, .02
STAB, 12, JAB, 11, .02
STAB, 12, PUNCTURE, 13, .02
STAG, 10, STAGNANT, 11, .01
STAGE, 19, PROPS, 19, .01
STAIN, 24, BLOTCH, 12, .02
STAIN, 24, DISCOLORATION, 19, .01
STAIR, 12, TIRING, 13, .01
STAIRS, 18, BANISTER, 13, .01
STAIRS, 18, SPIRAL, 18, .01
STAKE, 17, HORSESHOES, 9, .02
STALK, 25, PROWL, 22, .01
STALL, 14, PROCRASTINATE, 8, .05
STALLION, 8, STEED, 7, .01
STAMP, 13, 25 CENTS, 7, .02
STAMP, 13, COLLECTION, 8, .02
STAMP, 13, FOOD STAMP, 11, .01
STAMP, 13, POST OFFICE, 12, .01
STANDARD, 26, AUTOMATIC, 6, .03
STANDING, 11, OVATION, 4, .03
STANDING, 11, BY, 9, .01
STAR, 16, TREK, 15, .02
STAR, 16, WARS, 16, .02
STARBOARD, 14, AFT, 8, .02
STARBOARD, 14, SPACESHIP, 15, .01
STARCH, 17, CARBOHYDRATE, 18, .01
STARVE, 11, ETHIOPIA, 5, .03
STATE, 15, OHIO, 16, .01
STATEMENT, 18, EXCLAMATION, 12, .01
STATEMENT, 18, INVOICE, 13, .01
STATION, 10, DEPOT, 9, .02
STATISTICS, 17, STANDARD DEVIATION, 8, .02
STATISTICS, 17, POLL, 15, .01
STATUS, 22, UPPER, 22, .01
STAY, 19, WITHIN, 15, .02
STAY, 19, LINGER, 18, .01
STAY, 19, TUNED, 19, .01
STEAK, 19, AND ALE, 3, .07
STEAK, 19, JUICY, 11, .02
STEAK, 19, SIZZLE, 19, .01
STEAK, 19, T-BONE, 20, .01
STEAL, 17, RIP-OFF, 18, .01
STEAM, 18, STEAMROLLER, 18, .01
STEEL, 17, BELTED, 11, .01
STENCH, 4, ARMPIT, 5, .01
STERN, 15, STURDY, 15, .01
STICK, 24, ADHERE, 13, .02
STICK, 24, JAB, 20, .01
STICK, 24, POKE, 23, .01
STICKER, 19, ADHESIVE, 13, .01
STICKER, 19, DECAL, 16, .01
STIFF, 18, DICK, 13, .01
STILL, 16, MOONSHINE, 9, .02
STINK, 11, SEWER, 9, .01
STINK, 11, STANK, 11, .01
STOLEN, 22, TAKEN, 3, .12
STOLEN, 22, BORROWED, 13, .02
STOLEN, 22, MERCHANDISE, 19, .01
STOLEN, 22, RIPPED, 23, .01
STOMACH, 17, TUMMY, 12, .02
STOMACH, 17, ESOPHAGUS, 14, .01
STONE, 10, WASHED, 7, .01
STONED, 13, KILLED, 12, .01
STOPLIGHT, 12, INTERSECTION, 7, .02
