TARGET, BSSQ, BSGQ, ESSQ*, ESGQ, BFQ, BFSS, BFSG, EFQ, EFSS, EFSG, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC, TUI
DISPERSE, ¥, ¥, 11, .02, , ¥, ¥, , ¥, ¥, 20, 2, ¥, , V, ¥, ¥, ¥, 0, .80
DITCH, 15, .05, 13, .06, DI---, 16, .02, , ¥, ¥, 14, 10, 5.28, , N, 1.54, .31, .024, 1, .93
DIVE, ¥, ¥, 15, .08, DI--, 13, .14, , ¥, ¥, 14, 23, 4.65, N, V, 1.92, .17, .039, 1, .86
DIVER, ¥, ¥, ¥, ¥, DI---, 20, .11, --VER, 14, .02, 11, 1, ¥, , N, 2.80, .20, .018, 1, .91
DIVIDE, 15, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 14, 3.36, , V, 1.69, .31, .156, 1, .87
DIVORCE, 15, 0.00, 7, 0.00, , ¥, ¥, , ¥, ¥, 11, 29, 4.23, , N, .56, .44, .083, 1, .82
DIZZY*, ¥, ¥, 6, .07, DI---, 16, .04, -IZZY, 3, .84, 17, 5, 3.60, , AJ, .93, .20, .020, 1, .88
DO, ¥, ¥, 32, .05, , ¥, ¥, , ¥, ¥, 20, 1363, 2.72, , V, ¥, ¥, ¥, 0, .85
DOCK, 7, 0.00, 15, .02, , ¥, ¥, , ¥, ¥, 10, 8, 5.77, , N, 2.44, .22, .010, 1, .90
DOE, ¥, ¥, 35, .01, D--, 18, .06, , ¥, ¥, 8, 1, 5.75, , N, ¥, ¥, ¥, 0, .62
DOG, 7, .44, 13, .16, D--, 18, .19, -OG, 6, .29, 5, 75, 5.75, , N, .40, .80, .437, 1, 1.00
DOLL, 7, .36, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 10, 5.36, , N, 1.18, .36, .024, 1, .85
DOLLAR*, 7, .03, 2, .23, , ¥, ¥, ----AR, 10, .02, 9, 46, 5.68, , N, 1.38, .63, .040, 1, .89
DOLPHIN, 7, .01, 18, 0.00, , ¥, ¥, , ¥, ¥, 18, 1, ¥, , N, 2.00, .38, .071, 1, .89
DONE, ¥, ¥, 16, .05, , ¥, ¥, -ONE, 9, .09, 9, 320, 2.65, , AJ, .86, .57, .061, 1, .78
DONOR, ¥, ¥, ¥, ¥, , ¥, ¥, ---OR, 11, .01, 10, 5, 4.00, , N, 1.12, .25, .047, 1, .80
DOOR, ¥, ¥, 28, .03, , ¥, ¥, , ¥, ¥, 23, 312, 5.95, , N, 1.27, .68, .181, 1, .96
DOPE, ¥, ¥, 11, .15, , ¥, ¥, _ OPE, 6, .24, 15, 2, ¥, , N, 2.00, .23, .008, 1, .87
DORM, ¥, ¥, 6, .14, , ¥, ¥, --RM, 11, .10, 16, 2, 5.68, , N, 1.60, .13, .014, 1, .94
DOT, 7, 0.00, 8, .01, D--, 18, .03, -OT, 9, .15, 16, 13, 5.45, , N, ¥, ¥, ¥, 0, .81
DOUBT, 6, .28, 19, .03, , ¥, ¥, , ¥, ¥, 18, 114, ¥, , V, ¥, ¥, ¥, 0, .72
DOUGH, ¥, ¥, 35, 0.00, DO---, 8, .02, -OUGH, 4, .13, 13, 13, 6.22, N, N, 1.50, .50, .022, 1, .92
DOUGHNUT, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 15, 0, 5.93, , N, 1.40, .13, .010, 1, 1.00
DOVE, ¥, ¥, 6, .35, , ¥, ¥, -OVE, 4, .20, 11, 4, 6.90, W, N, .55, .36, .012, 1, 1.00
DOWN, 6, .22, 9, .09, , ¥, ¥, , ¥, ¥, 10, 895, 3.23, W, AD, .60, .80, .499, 1, 1.00
DOZE, ¥, ¥, 22, .10, , ¥, ¥, , ¥, ¥, 6, 0, ¥, , V, 2.00, .20, .002, 1, .83
DOZEN, ¥, ¥, ¥, ¥, DO---, 13, .01, , ¥, ¥, 4, 52, ¥, , N, ¥, ¥, ¥, 0, .75
DRAFT, 5, .44, 10, .09, , ¥, ¥, --AFT, 4, .40, 14, 24, ¥, P, N, .64, 0.00, 0.000, 1, .79
DRAG, 5, .26, 18, .03, , ¥, ¥, , ¥, ¥, 12, 15, ¥, N, V, .58, .08, .003, 1, 1.00
DRAGON*, 5, .03, 2, .13, DRA---, 4, .45, --AGON, 1, .73, 23, 1, 5.49, , N, .76, .14, .017, 1, .91
DRAIN, 5, .16, 38, .01, DR---, 17, .11, --AIN, 10, .02, 19, 18, ¥, G, V, 1.94, .33, .045, 1, .95
DRAMA, ¥, ¥, ¥, ¥, DR---, 15, 0.00, , ¥, ¥, 11, 43, 3.66, , N, 1.80, .40, .019, 1, .91
DRAPES, 5, .10, ¥, ¥, DRA---, 4, .10, , ¥, ¥, 10, 1, ¥, , N, 1.38, .25, .111, 1, .80
DRAW, 4, .72, 14, 0.00, , ¥, ¥, --AW, 8, .05, 15, 56, 4.32, N, V, 1.53, .47, .107, 1, 1.00
DRAWER, ¥, ¥, ¥, ¥, DRA---, 4, .02, , ¥, ¥, 9, 8, 6.31, , N, 1.78, .56, .140, 1, 1.00
DRAWING, 4, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 40, 5.57, , N, 2.54, .39, .027, 1, .87
DREAM, 2, .91, 17, .02, DR---, 15, .06, , ¥, ¥, 10, 64, 3.03, , N, .33, .56, .144, 1, .90
DRENCH, ¥, ¥, 6, 0.00, , ¥, ¥, --ENCH, 7, .05, 5, 0, 4.08, , V, 2.20, .20, .025, 1, 1.00
DRESS, ¥, ¥, 20, .06, DR---, 17, .01, , ¥, ¥, 15, 67, 5.91, N, N, 2.67, .47, .055, 1, 1.00
DRIFT, 3, .26, 8, .06, , ¥, ¥, , ¥, ¥, 20, 18, ¥, , V, 1.53, .05, .001, 1, .95
DRILL, 3, 0.00, 15, 0.00, DR---, 17, .02, , ¥, ¥, 19, 33, 5.12, N, N, 1.05, .16, .016, 1, 1.00
DRINK, 3, .01, 18, .01, DR---, 17, .15, --INK, 5, .11, 20, 82, 4.95, G, V, 2.58, .90, .117, 1, .95
DRIP, 3, .69, 20, 0.00, , ¥, ¥, --IP, 12, .03, 10, 1, 4.98, N, V, 1.80, .10, .008, 1, 1.00
DRIVE, ¥, ¥, 15, .01, DR---, 17, .26, , ¥, ¥, 14, 105, 4.35, T, V, 1.69, .23, .063, 1, .93
DRIVER, ¥, ¥, ¥, ¥, , ¥, ¥, ----ER, 37, .02, 16, 79, ¥, G, N, 1.88, .44, .047, 1, 1.00
DRIVEWAY, ¥, ¥, 26, 0.00, , ¥, ¥, , ¥, ¥, 14, 14, ¥, , N, 2.75, .42, .009, 1, .86
DROP, ¥, ¥, 15, .01, , ¥, ¥, , ¥, ¥, 16, 59, 3.16, T, N, .75, .50, .015, 1, 1.00
DROVE, 3, .72, 7, .03, DR---, 17, .01, , ¥, ¥, 11, 62, ¥, T, N, 1.50, 0.00, 0.000, 1, .91
DROWN, 3, .42, 9, .01, DR---, 17, .09, , ¥, ¥, 14, 3, ¥, , V, 2.15, .31, .010, 1, .93
DROWSY, 3, .30, ¥, ¥, , ¥, ¥, , ¥, ¥, 6, 1, ¥, , AD, 1.33, .17, .003, 1, 1.00
DRUG, 5, .23, 16, .01, DRU-, 2, .51, --UG, 7, .18, 20, 24, 5.54, G, N, 1.80, .65, .078, 1, 1.00
DRUGS, 5, 0.00, ¥, ¥, , ¥, ¥, -UGS, 5, .18, 28, 28, ¥, , N, 1.76, .20, .041, 1, .89
DRUM, 5, .03, 18, .01, DR--, 2, .43, --UM, 6, .33, 16, 11, 5.81, N, N, ¥, ¥, ¥, 0, .75
DRUNK, 5, .24, 18, .01, DR---, 17, .02, , ¥, ¥, 19, 37, 4.65, G, AJ, 2.56, .72, .081, 1, .95
DRY, ¥, ¥, 25, 0.00, DR-, 1, .96, -RY, 7, .18, 18, 68, 3.36, W, AJ, .83, .39, .239, 1, 1.00
DRYER, ¥, ¥, ¥, ¥, DR---, 17, .05, --YER, 9, .02, 9, 4, 6.35, , N, 1.56, .22, .325, 1, 1.00
DUCK, 13, .27, 12, .15, , ¥, ¥, -UCK, 7, .46, 16, 9, 5.68, N, N, 1.69, .39, .168, 1, .81
DUE, ¥, ¥, 32, .01, D--, 18, .01, -UE, 4, .07, 25, 142, ¥, G, AJ, 1.80, .20, .005, 1, .80
DULL, 13, .05, 9, .26, , ¥, ¥, , ¥, ¥, 11, 27, 3.08, , AJ, 1.20, .80, .098, 1, .91
DUMB, 13, .05, 18, .07, , ¥, ¥, , ¥, ¥, 4, 13, 3.36, , AJ, .50, .75, .405, 1, 1.00
DUMP, 13, .01, 15, .04, , ¥, ¥, -UMP, 7, .11, 9, 4, 3.36, N, V, 1.50, .50, .005, 1, .89
DUNK, ¥, ¥, 18, .05, , ¥, ¥, -UNK, 8, .12, 16, 1, ¥, , V, ¥, ¥, ¥, 0, .88
DUSK, 13, .01, 5, .14, , ¥, ¥, -USK, 4, .36, 9, 9, 4.97, , N, 1.75, .38, .282, 1, .89
DUST, 13, .04, 14, 0.00, , ¥, ¥, -UST, 7, .16, 16, 70, 6.67, , N, 1.00, .36, .004, 1, .88
DUTY*, ¥, ¥, 6, .05, , ¥, ¥, , ¥, ¥, 15, 61, 2.32, , N, 1.92, .46, .011, 1, .87
EAGER, ¥, ¥, ¥, ¥, EA---, 12, .05, --GER, 7, .05, 19, 27, 2.98, , AJ, 1.00, .19, .009, 1, .84
EAGLE*, ¥, ¥, 6, .07, EA---, 12, .14, , ¥, ¥, 11, 5, 5.63, , N, 1.09, .27, .034, 1, 1.00
EAR, ¥, ¥, 22, .01, E--, 10, .17, -AR, 8, .03, 14, 29, 6.26, N, N, .85, .69, .142, 1, .93
EARLY, ¥, ¥, ¥, ¥, EA---, 12, .05, --RLY, 4, .42, 8, 366, 2.54, , AJ, .43, .43, .287, 1, .88
EARN, ¥, ¥, 11, 0.00, E---, 15, .03, --RN, 9, .01, 10, 16, 3.45, , V, .89, .22, .003, 1, .90
EARS, ¥, ¥, ¥, ¥, EA--, 5, .09, , ¥, ¥, 15, 38, ¥, , N, ¥, ¥, ¥, 0, .73
EARTH, ¥, ¥, 8, .06, EA---, 12, .03, , ¥, ¥, 12, 150, 5.77, , N, 1.92, .50, .140, 1, 1.00
EASE, ¥, ¥, 21, .01, EA--, 5, .02, -ASE, 4, .10, 20, 42, 2.25, , N, 1.80, .10, .001, 1, 1.00
EAST, ¥, ¥, 8, .01, EA--, 5, .12, -AST, 6, .02, 4, 183, 3.59, , AJ, .50, .50, .692, 1, 1.00
EASY, ¥, ¥, ¥, ¥, EA--, 5, .10, , ¥, ¥, 8, 125, 2.81, G, V, .38, .63, .064, 1, 1.00
EAT, ¥, ¥, 17, 0.00, E--, 10, .31, -AT, 7, .04, 11, 61, 4.75, , N, 1.20, .70, .181, 1, .91
EATING, ¥, ¥, ¥, ¥, , ¥, ¥, ---ING, 29, .01, 13, 32, 4.81, , N, ¥, ¥, ¥, 0, .62
EDGE, ¥, ¥, 9, .04, E---, 15, .02, , ¥, ¥, 17, 78, 4.28, G, N, 1.81, .38, .032, 1, .94
EGG, ¥, ¥, 7, .03, E--, 10, .02, , ¥, ¥, 20, 12, 5.79, G, N, 1.00, .24, .076, 1, .85
EGGS, ¥, ¥, 7, .03, E---, 15, .02, --GS, 20, .34, 21, 35, 5.79, , N, 1.71, .29, .171, 1, .81
EIGHT, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 8, 104, 3.74, , N, ¥, ¥, ¥, 0, .62
ELECTION*, ¥, ¥, 21, .10, E-ECT--N, 4, .81, ---CTION, 7, .02, 12, 77, 4.05, , N, 1.92, .33, .057, 1, 1.00
ELECTRIC, ¥, ¥, 21, 0.00, , ¥, ¥, , ¥, ¥, 23, 68, ¥, G, AJ, 1.95, .27, .031, 1, .96
ELECTRON, ¥, ¥, ¥, ¥, E-ECT--N, 4, .01, , ¥, ¥, 15, 30, ¥, , N, 2.69, .31, .081, 1, .87
ELEMENT, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 22, 52, ¥, G, N, 1.95, .43, .007, 1, .95
ELF, ¥, ¥, ¥, ¥, E--, 10, .02, , ¥, ¥, 22, 0, ¥, , N, ¥, ¥, ¥, 0, .64
ELK, ¥, ¥, ¥, ¥, E--, 10, .02, , ¥, ¥, 9, 1, 5.75, , N, 2.00, .11, .010, 1, 1.00
EMOTION*, ¥, ¥, 10, .01, , ¥, ¥, , ¥, ¥, 11, 34, 2.40, , N, 2.27, .18, .067, 1, 1.00
EMPLOYEE, ¥, ¥, 33, 0.00, , ¥, ¥, , ¥, ¥, 9, 24, 5.78, , N, 3.22, .56, .089, 1, 1.00
END, ¥, ¥, 17, .01, E--, 10, .03, , ¥, ¥, 8, 410, 3.16, G, N, 1.43, .57, .293, 1, .88
ENDING, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 11, 31, 2.90, , N, 2.18, 0.00, 0.000, 1, 1.00
ENEMY, ¥, ¥, ¥, ¥, E-E-Y, 4, .15, -N-MY, 1, .49, 17, 88, 4.88, , N, 1.67, .33, .156, 1, .88
ENGAGE, ¥, ¥, ¥, ¥, ENG---, 4, .07, , ¥, ¥, 18, 66, ¥, G, V, 1.53, .07, .013, 1, .83
ENGINE, ¥, ¥, ¥, ¥, ENG---, 4, .46, --GINE, 2, .75, 16, 50, 5.88, , N, 1.21, .50, .026, 1, .88
ENGLISH, ¥, ¥, 8, 0.00, ENG----, 4, .30, , ¥, ¥, 16, 195, ¥, , AJ, 1.60, .47, .088, 1, .94
ENTERTAINMENT, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 9, 29, ¥, , N, 1.67, .33, .014, 1, 1.00
ENTRANCE, ¥, ¥, 20, 0.00, , ¥, ¥, , ¥, ¥, 8, 57, 4.92, T, N, 2.00, .50, .074, 1, 1.00
ENVELOPE, ¥, ¥, 11, 0.00, , ¥, ¥, , ¥, ¥, 10, 21, 5.75, , N, 1.75, .38, .042, 1, .80
ENVY, ¥, ¥, ¥, ¥, E---, 15, .03, , ¥, ¥, 10, 7, 2.34, , N, 1.50, .20, .097, 1, 1.00
ESCAPE, ¥, ¥, 13, .03, , ¥, ¥, , ¥, ¥, 19, 65, ¥, G, V, 1.47, .18, .004, 1, .89
ETERNITY, ¥, ¥, 9, 0.00, , ¥, ¥, , ¥, ¥, 10, 6, 2.95, , N, 1.67, .22, .086, 1, .90
ETHICS, ¥, ¥, 16, 0.00, , ¥, ¥, , ¥, ¥, 19, 19, ¥, , N, 1.47, .13, .013, 1, .79
EVEN, ¥, ¥, 12, 0.00, E---, 15, .10, -VEN, 2, .39, 9, 1171, 2.75, , AJ, .57, .43, .350, 1, .78
EVENING, ¥, ¥, ¥, ¥, , ¥, ¥, ----ING, 55, 0.00, 8, 133, 3.93, , N, 1.38, .50, .010, 1, 1.00
EVER, ¥, ¥, ¥, ¥, E---, 15, .05, , ¥, ¥, 14, 345, 2.91, , AD, 1.46, .31, .039, 1, .93
EVERYDAY, ¥, ¥, 26, 0.00, , ¥, ¥, , ¥, ¥, 27, 12, ¥, , AJ, ¥, ¥, ¥, 0, .81
EVIL, ¥, ¥, ¥, ¥, E---, 15, .05, , ¥, ¥, 11, 72, 2.28, , AJ, 2.09, .73, .068, 1, 1.00
EXACT, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 14, 27, 2.63, , AJ, 1.38, .23, .200, 1, .93
EXAM, ¥, ¥, 21, 0.00, , ¥, ¥, , ¥, ¥, 7, 29, 5.14, , N, 1.43, .14, .196, 1, 1.00
EXCITING, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 15, 29, ¥, , AJ, ¥, ¥, ¥, 0, .80
EXHALE, ¥, ¥, 28, 0.00, , ¥, ¥, , ¥, ¥, 6, 0, 4.50, , V, 1.20, .20, .186, 1, .83
EXIT, ¥, ¥, 13, 0.00, , ¥, ¥, , ¥, ¥, 8, 7, 4.25, , N, 1.12, .63, .289, 1, 1.00
EXPENSE, ¥, ¥, 20, 0.00, EXP----, 12, .17, ---ENSE, 4, .08, 15, 50, 2.77, , N, 2.07, .07, .016, 1, .93
EXPERT, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 18, 30, 3.87, , N, 2.29, .14, .010, 1, .78
EXPLAIN, ¥, ¥, ¥, ¥, EXP----, 12, .10, , ¥, ¥, 17, 64, 2.60, , V, 1.56, .31, .032, 1, .94
EXPLODE, ¥, ¥, ¥, ¥, EXP----, 12, .05, , ¥, ¥, 15, 6, 4.92, , V, 1.73, .53, .093, 1, 1.00
EXPRESS, ¥, ¥, 20, .01, EXP----, 12, 7.00, , ¥, ¥, 16, 42, 2.58, N, V, .77, .08, .003, 1, .81
EYE, ¥, ¥, 25, .03, E--, 10, .03, --E, 24, .02, 13, 122, 6.28, , N, 1.82, .73, .139, 1, .85
FABLE*, 15, .01, 11, .04, FA---, 16, .01, , ¥, ¥, 8, 2, 4.51, , N, 1.00, .29, .010, 1, .88
FACE, 15, .18, 14, .12, FA--, 14, .18, , ¥, ¥, 20, 371, 5.68, G, N, 1.22, .56, .060, 1, .90
FACT, 13, .08, 15, .34, FA--, 14, .03, , ¥, ¥, 18, 447, 3.08, , N, 1.50, .39, .027, 1, 1.00
FACTORY, 13, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 24, 32, 6.87, , N, 2.05, .41, .019, 1, .92
FACTS, 13, .08, ¥, ¥, FA---, 16, .05, , ¥, ¥, 14, 87, 3.31, , N, ¥, ¥, ¥, 0, .71
FACULTY, 13, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 74, ¥, , N, 3.14, .07, .029, 1, 1.00
FAD, 13, .18, 15, .08, FA-, 6, .02, -AD, 7, .35, 16, 2, 3.37, , N, 1.21, .21, .032, 1, .88
FADE, 15, .16, 23, .06, FA--, 14, .02, -AD, 8, .21, 23, 2, 2.53, , V, 1.95, .10, .002, 1, .87
FAIL, 15, .02, 28, .10, FA--, 14, .04, --IL, 17, .02, 21, 37, 3.23, , V, 1.60, .30, .124, 1, .95
FAILURE, 15, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 89, 2.56, , N, .45, .15, .053, 1, .95
FAINT, 15, .02, 6, .18, FAI--, 3, .34, -AINT, 4, .22, 18, 25, 4.46, , AJ, 1.53, .20, .049, 1, .83
FAIR, 15, 0.00, 25, .23, FA--, 14, .07, -AIR, 4, .39, 25, 77, 4.09, N, AJ, 1.35, .30, .034, 1, .92
FAIRY*, ¥, ¥, 8, .18, FAR--, 3, .02, , ¥, ¥, 13, 6, 4.49, , N, ¥, ¥, ¥, 0, .62
FAITH, 15, .16, ¥, ¥, FAI--, 3, .50, , ¥, ¥, 12, 111, 2.71, , N, 2.73, .55, .039, 1, .92
FAKE, 15, .04, 20, .08, FA--, 14, .12, -AKE, 9, .18, 19, 10, 2.88, , AJ, ¥, ¥, ¥, 0, .79
FALL, 6, .75, 15, .14, FA--, 14, .44, -ALL, 7, .27, 17, 147, 3.86, P, V, 1.41, .65, .117, 1, 1.00
FALSE, ¥, ¥, ¥, ¥, FA---, 16, .07, , ¥, ¥, 4, 29, 2.17, , AJ, .50, .50, .376, 1, 1.00
FAME, 15, .04, 15, .09, FA--, 14, .03, , ¥, ¥, 13, 18, 2.21, , N, 1.75, .33, .023, 1, .92
FAMOUS, 15, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 89, 3.05, , AJ, ¥, ¥, ¥, 0, .79
FAN, 13, 0.00, 14, .07, FA-, 6, .07, -AN, 9, .27, 17, 18, 5.53, N, N, 1.53, .06, .005, 1, 1.00
FANCY, 13, 0.00, ¥, ¥, FA---, 16, .03, , ¥, ¥, 19, 16, 2.78, P, N, 2.12, .44, .015, 1, .84
FAR, ¥, ¥, 10, .28, FA-, 6, .12, -AR, 8, .14, 12, 427, 2.98, , AD, 1.10, .70, .323, 1, .83
FARM, ¥, ¥, 7, .35, FA--, 14, .01, , ¥, ¥, 12, 125, 5.53, , N, 1.50, .67, .040, 1, 1.00
FASHION*, 13, .01, 4, .35, , ¥, ¥, , ¥, ¥, 15, 69, 3.75, , N, 1.60, .47, .045, 1, 1.00
FAST, 13, .12, 9, .22, FA--, 15, .09, -AST, 6, .55, 7, 78, 2.93, N, AJ, 1.43, 1.00, .393, 1, 1.00
FASTEN, ¥, ¥, ¥, ¥, , ¥, ¥, ----EN, 15, 0.00, 17, 4, 3.44, , V, 1.69, .19, .003, 1, .94
FAT, 13, .24, 15, .10, FA-, 6, .73, -AT, 7, .18, 16, 60, 4.80, , N, 1.47, .60, .229, 1, .94
FATE, 15, .06, 25, .05, FA--, 8, .17, -ATE, 7, .21, 13, 33, 2.75, , N, 1.64, .09, .056, 1, .85
FATHER, 6, .02, ¥, ¥, , ¥, ¥, ----ER, 37, .02, 4, 183, 5.90, , N, .50, .75, .437, 1, 1.00
FAULT, 6, .01, 7, .04, FA---, 16, .03, , ¥, ¥, 20, 22, 2.87, T, N, 1.68, .21, .019, 1, .95
FAVOR, 15, .10, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 78, ¥, , N, 1.47, .16, .002, 1, .90
FAVORITE, 15, .04, 13, 0.00, , ¥, ¥, , ¥, ¥, 14, 41, ¥, , N, 1.14, .07, .001, 1, 1.00
FAWN, 6, .04, 10, .08, , ¥, ¥, -AWN, 5, .06, 6, 1, 5.47, T, V, .60, .40, .025, 1, .83
FEAR, ¥, ¥, 22, .17, F---, 31, .05, -EAR, 9, .31, 17, 127, 3.22, , N, 1.40, .67, .050, 1, .88
FEAST, ¥, ¥, 8, .16, FE---, 6, .08, -EAST, 4, .29, 15, 3, 5.36, , N, 2.58, .25, .006, 1, .80
FEATHER, 14, .10, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 6, 6.63, , N, 1.23, .46, .026, 1, .93
FEATHERS, 14, .10, ¥, ¥, , ¥, ¥, , ¥, ¥, 9, 14, ¥, , N, 1.50, 0.00, 0.000, 1, .89
FEATURE*, ¥, ¥, 6, .15, , ¥, ¥, , ¥, ¥, 10, 37, ¥, , N, 1.20, 0.00, 0.000, 1, 1.00
FEE, 9, .03, 33, .02, , ¥, ¥, --E, 24, .04, 10, 16, ¥, , N, 1.56, .22, .001, 1, .90
FEEBLE, 9, .05, ¥, ¥, , ¥, ¥, ---BLE, 19, .01, 11, 8, ¥, , AJ, 1.18, .09, .012, 1, 1.00
FEED, 9, .53, 26, .09, F---, 31, .01, -E-D, 21, .10, 15, 123, 4.65, , V, 2.57, .07, 0.000, 1, .93
FEEL, 9, .11, 17, .35, F---, 31, .01, -EEL, 5, .29, 14, 216, 3.16, , V, 1.71, .14, .264, 1, 1.00
FEELING, ¥, ¥, ¥, ¥, , ¥, ¥, ----ING, 55, .05, 18, 172, 2.33, , N, 2.50, .31, .088, 1, .89
FEET, 9, .17, 17, .22, F---, 31, .03, -E-T, 24, .12, 10, 283, 6.28, P, N, 1.20, .50, .322, 1, 1.00
FELL, 14, .17, 16, .12, , ¥, ¥, -ELL, 7, .08, 18, 92, 4.03, , V, 1.35, 0.00, 0.000, 1, .94
FELLOW*, 14, .02, 6, .02, , ¥, ¥, --LLOW, 8, .11, 17, 63, ¥, , N, 2.31, 0.00, 0.000, 1, .76
FELT, 14, .01, 7, .45, -E-T, 18, .02, -ELT, 5, .17, 17, 357, 4.33, W, N, 2.18, 0.00, 0.000, 1, 1.00
FEMALE, 9, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 12, 50, 6.17, , N, 2.27, .36, .371, 1, .92
FENCE, ¥, ¥, 20, .11, FE---, 6, .05, , ¥, ¥, 20, 30, 5.85, N, N, .94, .39, .106, 1, .90
FEVER, 14, .04, ¥, ¥, FE---, 6, .05, --VER, 14, .13, 14, 19, 4.37, , N, 1.92, .31, .007, 1, .93
FEW, ¥, ¥, 30, .01, F--, 14, .01, -EW, 8, .23, 12, 601, 3.02, , AJ, 1.90, .60, .209, 1, .83
FIB, 12, .08, 11, .25, FI-, 6, .01, , ¥, ¥, 4, 0, ¥, , N, 1.00, .25, .054, 1, 1.00
FIBER, ¥, ¥, ¥, ¥, FI---, 23, .02, , ¥, ¥, 21, 27, ¥, , N, ¥, ¥, ¥, 0, .81
FIDDLE*, ¥, ¥, 7, .16, , ¥, ¥, -IDDLE, 4, .15, 15, 2, 5.80, , N, ¥, ¥, ¥, 0, .67
FIELD, ¥, ¥, 12, .13, FI---, 13, 0.00, , ¥, ¥, 34, 274, 6.67, N, N, 1.85, .46, .032, 1, .97
FIG, 12, .01, 11, .29, FI-, 6, .25, -IG, 7, .29, 10, 72, 6.28, , N, 1.10, .10, .055, 1, 1.00
FIGHT, 14, .15, 19, .10, FI---, 13, .20, -IGHT, 8, .25, 24, 98, 4.16, , V, 2.05, .50, .106, 1, .92
FIGURE, 12, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 19, 209, 4.68, N, N, .95, .16, .015, 1, 1.00
FILE, 14, .04, 15, .16, , ¥, ¥, , ¥, ¥, 16, 81, 4.63, N, N, 1.19, .31, .014, 1, 1.00
FILL, ¥, ¥, 15, .11, , ¥, ¥, -ILL, 11, .12, 18, 50, 3.63, , V, 1.39, .17, .002, 1, 1.00
FILM, 12, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 12, 96, 5.91, T, N, 2.00, .55, .126, 1, .92
FILTH, ¥, ¥, ¥, ¥, FI---, 23, .01, , ¥, ¥, 8, 2, 4.57, , N, 1.29, .29, .027, 1, .88
FIN, 12, .02, 18, .13, FI-, 6, .18, -IN, 7, .17, 12, 2, ¥, , N, 2.09, .36, .013, 1, .92
FINAL, 14, .03, ¥, ¥, FI----, 13, .10, --NAL, 8, .47, 8, 156, 3.68, , AJ, 1.75, .13, .003, 1, 1.00
FINANCIAL, 14, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 86, 3.15, , AJ, 1.00, .09, .010, 1, .85
FIND, 14, .08, 12, .22, F---, 31, .06, -IND, 7, .15, 11, 399, 5.86, , V, .70, .40, .178, 1, .91
FINE, 14, .12, 21, .08, F---, 31, .03, -INE, 8, .23, 20, 161, 3.20, N, N, .84, .21, .010, 1, .95
FINGER, ¥, ¥, ¥, ¥, FIN---, 7, .14, ---GER, 19, .16, 12, 40, 6.20, , N, .73, .73, .166, 1, .92
FINGERS, 12, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 8, 66, 6.20, , N, .43, .14, .122, 1, .88
FINISH, 12, .04, ¥, ¥, FIN---, 7, .62, , ¥, ¥, 8, 39, 2.78, T, V, 1.25, .63, .240, 1, 1.00
FIRE, 14, .04, 11, .18, F---, 31, .05, -IR-, 11, .13, 18, 187, 6.13, N, N, 2.06, .63, .062, 1, .89
FIRM, ¥, ¥, 6, .15, F---, 31, .01, , ¥, ¥, 20, 109, 3.96, N, AJ, 1.53, .16, .002, 1, .95
FIRST, ¥, ¥, 5, .33, FI---, 13, .03, ---ST, 21, .01, 11, 1360, 3.07, , AJ, .45, .36, .369, 1, 1.00
FISH, 12, .50, 8, .44, F---, 31, .09, --SH, 15, .42, 24, 35, 5.84, G, N, 1.26, .74, .101, 1, .96
FISHING, 12, 0.00, 25, 0.00, , ¥, ¥, , ¥, ¥, 15, 32, 5.05, , N, 2.00, .50, .065, 1, .93
FIST, 12, .03, 16, .17, , ¥, ¥, -IST, 4, .44, 8, 26, 6.40, , N, 1.38, .63, .053, 1, 1.00
FIT, 12, .07, 13, .15, F--, 14, .05, -IT, 10, .19, 21, 75, 3.45, N, V, 1.11, .37, .020, 1, .90
FIVE, 14, .35, 15, .06, F---, 31, .01, , ¥, ¥, 14, 286, 3.53, , N, 1.18, .36, .053, 1, .79
