TARGET, K&F FREQ, Accessibility Index
CLASH, 0, 2
HUSH, 0, 2
WESTERN, 0, 2
HURDLE, 0, 2
HURL, 0, 2
GLUTTON, 0, 2
HULA, 0, 2
SCAN, 0, 2
SCANDAL, 0, 2
HUH, 0, 2
HUE, 1, 2
GOES, 0, 2
SCAM, 0, 2
GODS, 0, 2
REVOLTING, 0, 2
REVIVE, 0, 2
HUMP, 0, 2
WHILE, 0, 2
REWIND, 0, 2
HUMANS, 0, 2
WHIM, 0, 2
HITTER, 0, 2
RIVAL, 0, 2
HOBBLE, 0, 2
WIRES, 0, 2
GRAVEYARD, 0, 2
HITCHHIKE, 0, 2
SATISFIED, 0, 2
COMMA, 2, 2
GRAPHICS, 0, 2
HOLD BACK, 0, 2
HOLD UP, 0, 2
GRASSHOPPER, 4, 2
GRATITUDE, 0, 2
HOCK, 0, 2
GRATEFUL, 0, 2
HIM, 2619, 2
HINDER, 0, 2
HINDRANCE, 0, 2
HILLSBOROUGH, 0, 2
WITTY, 0, 2
HILARIOUS, 2, 2
ACADEMIC, 0, 2
ACADEMY, 0, 2
HISPANIC, 0, 2
SATISFACTION, 0, 2
GRAZE, 1, 2
CLEAVER, 0, 2
GREATNESS, 0, 2
HIRE, 0, 2
WITCHCRAFT, 0, 2
GRADUATION, 11, 2
RIGHTEOUS, 5, 2
HOOKER, 0, 2
GRAHAM, 0, 2
GRANDAD, 0, 2
GRAM, 0, 2
HONEYMOON, 11, 2
COMMODE, 0, 2
GRACIOUS, 0, 2
GPA, 0, 2
RIDICULOUS, 19, 2
GRADES, 0, 2
COMMON PLACE, 0, 2
ACQUAINT, 0, 2
HOOVER, 0, 2
WINDY, 0, 2
RIP-OFF, 0, 2
GRANDPARENTS, 3, 2
ACCOMPLISHMENT, 0, 2
CLEANSE, 0, 2
WINK, 0, 2
ACCOMPLISHED, 44, 2
CLEANLINESS, 0, 2
HOMOSEXUAL, 0, 2
HONDA, 0, 2
COMMISSION, 0, 2
RINSE, 6, 2
HOLLYWOOD, 0, 2
WINDING, 9, 2
HOLOCAUST, 0, 2
LACKING, 0, 2
FLUFF, 0, 2
UNFAITHFUL, 0, 2
SHATTERED, 0, 2
LABORER, 0, 2
UNFAMILIAR, 0, 2
LAGOON, 15, 2
UNEQUAL, 1, 2
UNENDING, 0, 2
LADIES, 0, 2
SHAWL, 0, 2
CORAL, 5, 2
FLYING, 43, 2
CHASE, 18, 2
UNICORN, 0, 2
APATHY, 3, 2
APES, 0, 2
RATHER, 0, 2
KONG, 0, 2
APOLOGY, 3, 2
FLUTTER, 2, 2
KNUCKLE, 3, 2
COPE, 0, 2
KODAK, 0, 2
FLICK, 2, 2
UNDERCOVER, 0, 2
LATHER, 3, 2
LASSO, 0, 2
CORNBEEF, 0, 2
UNDERGARMENT, 0, 2
RAINY, 0, 2
SHELLS, 0, 2
CHAOTIC, 0, 2
CHAPPED, 0, 2
CHAPEL, 20, 2
FLEE, 1, 2
FLOP, 0, 2
UNDRESS, 0, 2
LAP, 19, 2
APPAREL, 0, 2
UNEDUCATED, 0, 2
LANAI, 0, 2
RAISINS, 0, 2
LASH, 6, 2
UNDERNEATH, 0, 2
LAPS, 0, 2
UNDERWATER, 15, 2
APPEALING, 0, 2
APARTHEID, 0, 2
KEYBOARD, 4, 2
FORETELL, 0, 2
UNSOLVED, 3, 2
UNTIE, 0, 2
SERVICES, 0, 2
FORFEIT, 0, 2
REAGAN, 0, 2
FOREHEAD, 16, 2
CHEDDAR, 0, 2
ANTLERS, 3, 2
CONVENT, 4, 2
UNRELATED, 0, 2
UNWIND, 0, 2
ANTENNA, 13, 2
UNUSED, 3, 2
KANGAROO, 0, 2
SERMON, 12, 2
REBELLIOUS, 0, 2
REARRANGE, 3, 2
UNTOUCHED, 0, 2
UNTIL, 0, 2
CHEERS, 0, 2
CONTRAST, 0, 2
UNTRUSTWORTHY, 0, 2
KNEAD, 0, 2
UNJUST, 3, 2
CHAUFFEUR, 4, 2
UNLAWFUL, 1, 2
KLUTZ, 0, 2
KNAPSACK, 0, 2
FOLLOWER, 3, 2
SHAG, 1, 2
CHATTER, 0, 2
ANYWHERE, 0, 2
UNIVERSAL, 0, 2
KNEW, 0, 2
CHECKERS, 0, 2
UNNOTICED, 0, 2
KINDERGARTEN, 0, 2
UNPOPULAR, 0, 2
CONVINCE, 4, 2
UNPACK, 0, 2
KISSES, 0, 2
UNLIKELY, 0, 2
UNLIKE, 0, 2
FORCEFUL, 8, 2
SEXUAL, 0, 2
FORBIDDEN, 0, 2
UNCOOKED, 0, 2
LIFESTYLE, 0, 2
LIFETIME, 0, 2
QUESTIONS, 0, 2
FIGMENT, 0, 2
TWENTY, 0, 2
LIFEGUARD, 0, 2
QUESTION MARK, 0, 2
SHOULD, 0, 2
FIERCE, 8, 2
QUESTIONNAIRE, 0, 2
LIGHTEN, 0, 2
FIFTY, 0, 2
SHORTEN, 0, 2
LIBRA, 0, 2
FILTH, 2, 2
FINALLY, 0, 2
SHORTAGE, 0, 2
LIBERAL, 69, 2
FILLED, 0, 2
FIGURINE, 0, 2
FIGURES, 0, 2
CERTIFICATE, 0, 2
QUICKLY, 0, 2
COULD, 0, 2
COURAGEOUS, 4, 2
FENDER, 0, 2
ARISTOTLE, 0, 2
FERRIS WHEEL, 0, 2
TUPPERWARE, 0, 2
LINGER, 0, 2
QUACK, 9, 2
TUG, 3, 2
Q-TIP, 0, 2
QUAKER, 0, 2
FEMALES, 0, 2
FELT, 357, 2
LIMA, 0, 2
LIMBS, 0, 2
TURNED, 0, 2
QUEST, 16, 2
LIKENESS, 0, 2
CERAMICS, 3, 2
ARCHITECTURE, 11, 2
LIMO, 0, 2
ARCTIC, 4, 2
TURN DOWN, 0, 2
CENTURY, 207, 2
FIB, 0, 2
QUIVER, 1, 2
FIZZ, 0, 2
RADIUS, 0, 2
FIXED, 0, 2
UNAWARE, 13, 2
UNATTRACTIVE, 0, 2
LEARNER, 0, 2
RADAR, 0, 2
LEFTOVERS, 0, 2
LEGACY, 0, 2
CHAMPAGNE, 13, 2
ULCER, 5, 2
RADIATION, 0, 2
FLASK, 5, 2
SHELVES, 0, 2
CORPORAL, 4, 2
CORONA, 0, 2
FLATTEN, 0, 2
APPLAUSE, 0, 2
RAGGED, 0, 2
FLAMINGO, 0, 2
UNBALANCED, 0, 2
APPLICATION, 68, 2
SHHH, 0, 2
UNCARING, 0, 2
TWISTED, 0, 2
FINITE, 0, 2
LETHAL, 0, 2
CHAINS, 0, 2
LESSEN, 0, 2
TWISTER, 4, 2
LEVI'S, 0, 2
LEVIS, 0, 2
TWINE, 0, 2
FINGERPRINT, 0, 2
FINGERNAIL, 2, 2
TWINKLE, 3, 2
APPROACH, 0, 2
FIRED, 0, 2
TYPHOON, 1, 2
TYSON, 0, 2
LEGOS, 0, 2
FIRING, 0, 2
LEOPARD, 1, 2
SHOOTING, 48, 2
LEPRECHAUN, 0, 2
COTTAGE, 19, 2
CHAIRMAN, 0, 2
APT, 0, 2
UPON, 0, 2
FRENZY, 0, 2
FREQUENCY, 22, 2
RECEIVER, 0, 2
URGENT, 21, 2
RECITE, 0, 2
FRANTIC, 11, 2
RECEPTIONIST, 5, 2
JOYOUS, 5, 2
RECKLESS, 9, 2
RECLINE, 0, 2
JOSEPH, 0, 2
JOGGING, 0, 2
CHERISH, 0, 2
FRACTURE, 1, 2
JERKS, 0, 2
CHEESY, 0, 2
JESTER, 0, 2
JEST, 0, 2
SENTIMENTAL, 0, 2
ANNUALLY, 0, 2
JUGGLE, 0, 2
FORTRESS, 0, 2
UTOPIA, 0, 2
UPSTREAM, 5, 2
JULY 4TH, 0, 2
FREAK, 4, 2
FOUNTAIN, 22, 2
VACANCY, 6, 2
JULEP, 0, 2
CONTEMPLATE, 0, 2
JUMBLE, 0, 2
FREEZER, 1, 2
UPRISING, 0, 2
RED TAPE, 0, 2
RED&WHITE&BLUE, 0, 2
JUNE, 0, 2
RECIPIENT, 0, 2
SENSES, 0, 2
ANKLET, 0, 2
JIGGLE, 0, 2
FORTH, 0, 2
ANNOYED, 0, 2
JOLLY, 0, 2
RECOMMEND, 25, 2
USER, 0, 2
ANNIHILATE, 1, 2
JUVENILE, 18, 2
FRANKENSTEIN, 0, 2
FREUD, 0, 2
ANNOUNCEMENT, 0, 2
RECALL, 39, 2
REBUILD, 0, 2
RECEIPT, 4, 2
ANTEATER, 1, 2
ANNUAL, 1, 2
CASINO, 0, 1
CHALLENGER, 0, 1
SILL, 4, 1
CLEOPATRA, 0, 1
SHELTERED, 0, 1
SMIRNOFF, 0, 1
SAPPHIRE, 0, 1
SPEED BUMP, 0, 1
SILHOUETTE, 0, 1
SPECTATORS, 0, 1
SPECTACULAR, 0, 1
SHIPS, 0, 1
BULKY, 0, 1
SPECIFY, 0, 1
SILO, 0, 1
SAVOR, 0, 1
BULL FIGHTING, 0, 1
SHIPPING, 0, 1
SPEECHLESS, 0, 1
CHAMBER, 46, 1
CHALLENGING, 0, 1
SEER, 0, 1
CANNOLI, 0, 1
SATANIC, 0, 1
CANNON, 7, 1
CLEF, 0, 1
CHAMELEON, 0, 1
SPENDTHRIFT, 0, 1
SPENDING, 0, 1
BUMPS, 1, 1
CLICHE, 0, 1
SINGING, 0, 1
CAN DO, 0, 1
SEES, 0, 1
SIGNS, 0, 1
SEGA, 0, 1
CANTELOUPE, 0, 1
BUFFET, 0, 1
SENT, 0, 1
CAN OPENER, 0, 1
SPADES, 4, 1
SPERM, 0, 1
SANDRA, 0, 1
SLIMFAST, 0, 1
CAMPER, 0, 1
SPEEDING, 0, 1
SINGE, 0, 1
SPEEDOMETER, 0, 1
SPEED LIMIT, 0, 1
CLAUSTROPHOBIC, 0, 1
SANTA BARBARA, 0, 1
SHOE LACES, 0, 1
CLERGY, 0, 1
CASHEWS, 0, 1
CHAIRPERSON, 0, 1
SANG, 0, 1
SANGRIA, 0, 1
SPEEDY, 0, 1
CHALET, 0, 1
SPELLING, 0, 1
CAMPUS, 18, 1
SATCHEL, 0, 1
SEEKING, 0, 1
CASTER, 0, 1
SMOKER, 0, 1
SPATULA, 0, 1
SPAT, 0, 1
SPASTIC, 0, 1
SAVED, 0, 1
CHANGING, 0, 1
BULLSHIT, 0, 1
SPARE, 23, 1
CHANDELIER, 0, 1
SHEPHERD, 3, 1
SHERBET, 0, 1
SENSITIVITY, 0, 1
CLEARASIL, 0, 1
CASTRO, 0, 1
SAVANT, 0, 1
SPARRING, 0, 1
CASPER, 0, 1
CASIO, 0, 1
CHANTILLY, 0, 1
SAVANNA, 0, 1
BULLETS, 0, 1
SAVAGE, 0, 1
CLEANING, 37, 1
SLINK, 0, 1
SAUERKRAUT, 0, 1
SEEKER, 0, 1
SINCE, 628, 1
SHERLOCK HOLMES, 0, 1
SMOKERS, 0, 1
SPARROW, 1, 1
SIMMER, 0, 1
SHINY, 3, 1
SHINING, 0, 1
SMOKEY, 0, 1
CAMPBELL, 0, 1
SPECIALIST, 0, 1
CLAWS, 0, 1
SHINGLE, 5, 1
CHIN, 0, 1
SMITHSONIAN, 0, 1
BULLSHITTER, 0, 1
SEEM, 229, 1
SATELLITE, 0, 1
CATCHY, 0, 1
CATCHER, 17, 1
SMOCK, 0, 1
SINFUL, 0, 1
SHIN, 0, 1
SENSIBLE, 0, 1
SMOKESTACK, 0, 1
CHAMPIONSHIP, 0, 1
BULLDOZER, 0, 1
SHIMMER, 0, 1
BULL'S EYE, 0, 1
SINE, 0, 1
SATISFY, 0, 1
BULL HEADED, 0, 1
CLEANERS, 0, 1
CANOEING, 0, 1
CLEAT, 0, 1
CLEARING HOUSE, 0, 1
CATALOG, 0, 1
CAMOUFLAGE, 0, 1
BROUGHT, 0, 1
SADISTIC, 0, 1
CENSUS, 0, 1
CLOSER, 0, 1
SLUMP, 0, 1
SLOP, 0, 1
SPOKES, 0, 1
BROW, 0, 1
CHEWY, 0, 1
SADAM, 0, 1
SPOOL, 0, 1
SACRILEGIOUS, 0, 1
SHOVELS, 0, 1
SACRIFICE, 0, 1
SHRUG, 0, 1
SHRUNK, 0, 1
CENTIMETER, 0, 1
SHRUGGED, 0, 1
SLUG, 10, 1
CEREBRUM, 0, 1
SAILBOAT, 0, 1
SHOULDERS, 0, 1
CLOONEY, 0, 1
CANAVRAL, 0, 1
SLUSHY, 0, 1
SHOTS, 0, 1
SLURPEE, 0, 1
CHIC, 0, 1
BRUISES, 0, 1
SLUMS, 0, 1
CLOSE MINDED, 0, 1
SPOKEN, 0, 1
CENSOR, 0, 1
SPOKE, 0, 1
SAGITTARIUS, 0, 1
CHEX, 0, 1
SLOGAN, 7, 1
CEO, 0, 1
SELTZER, 0, 1
SHRINER, 0, 1
SLOWLY, 0, 1
SPOTLIGHT, 0, 1
RURAL, 54, 1
CENTIPEDE, 0, 1
SEMESTERS, 0, 1
RUSHED, 0, 1
CHEWING, 0, 1
SHREDDED, 0, 1
SLOT, 0, 1
SHRIEK, 0, 1
SEMI-CIRCLE, 0, 1
BRONX, 0, 1
CENTRAL, 164, 1
RUNWAY, 0, 1
SPOTS, 32, 1
RUPTURE, 0, 1
SHREW, 0, 1
BROOD, 0, 1
SEMPER FI, 0, 1
SABBATH, 0, 1
BROTHER'S, 0, 1
SHOW-OFF, 0, 1
CHESTNUT, 0, 1
CENTURIES, 0, 1
CLOTHED, 0, 1
SABER, 1, 1
CLOTHIER, 0, 1
CLOVE, 1, 1
CANCUN, 0, 1
CENTRIC, 0, 1
SPORTSMAN, 0, 1
RUSHING, 0, 1
SHOWY, 0, 1
SHOWCASE, 0, 1
SEMINOLE, 0, 1
CANISTER, 0, 1
SEMICOLON, 0, 1
CANADA, 0, 1
CERWIN VEGAS, 0, 1
SAM, 0, 1
CLIFF HANGER, 0, 1
CAULIFLOWER, 1, 1
SPIELBERG, 0, 1
CHEROKEE, 0, 1
SMARTER, 0, 1
CAN'T SEE, 0, 1
BUDDHA, 0, 1
SHORT TEMPERED, 0, 1
BUCKS, 0, 1
SPINY, 0, 1
SIGHTS, 0, 1
CAUSEWAY, 0, 1
SALVE, 0, 1
CHILLY, 0, 1
SALTY, 0, 1
CLIFFS, 0, 1
BUDWEISER, 0, 1
BUFFERIN, 0, 1
SANDERS, 0, 1
SEINFELD, 0, 1
SHOPPER, 0, 1
SANDPAPER, 1, 1
CHERISHED, 0, 1
SMASHER, 0, 1
SEGREGATE, 0, 1
SIGNIFICANT, 0, 1
CHABLIS, 0, 1
SPIDERMAN, 0, 1
CAULDRON, 0, 1
SENIOR CITIZEN, 0, 1
CHAINED, 0, 1
SENSATION, 0, 1
BUDS, 0, 1
SANDBOX, 0, 1
SMASHED, 0, 1
CAVALRY, 0, 1
SELF-ASSURANCE, 0, 1
CLIPPING, 0, 1
SALAMANDER, 0, 1
SALAMI, 0, 1
CANNED, 0, 1
CANAVARAL, 0, 1
CANARY, 0, 1
SPLEEN, 0, 1
SPLATTER, 0, 1
SELF-ASSURED, 0, 1
CELEBRITY, 0, 1
SELF-CONSCIOUS, 0, 1
SLOBBER, 0, 1
SICKENING, 0, 1
CAW, 0, 1
SELF-CONFIDENCE, 0, 1
CHICKENS, 0, 1
SPLISH, 0, 1
CLOCKWISE, 3, 1
SPIRE, 0, 1
BUCCANEER, 0, 1
SALLOW, 0, 1
CLINIC, 3, 1
SHORTCAKE, 0, 1
CAVE MAN, 0, 1
CHILLS, 0, 1
SENILE, 0, 1
SALOON, 20, 1
BUC, 0, 1
SPIRITUAL, 0, 1
SLIVER, 0, 1
CHERRIES, 0, 1
CERVEZA, 0, 1
SALIVA, 4, 1
SIFT, 0, 1
CANADIAN, 0, 1
SALIVARY, 0, 1
SPIRITS, 0, 1
CHECKERED, 0, 1
SEAWEED, 0, 1
CHUCK, 2, 1
SKYDIVING, 0, 1
CHUBBY, 0, 1
SCRIPTURE, 0, 1
SEVENTIES, 0, 1
CHECKING, 5, 1
CARBONATE, 0, 1
SEWING, 0, 1
CARBONATED, 0, 1
SOFT DRINK, 1, 1
CARBONATION, 0, 1
SERENITY, 0, 1
BVD, 0, 1
SCREWS, 0, 1
CHUG, 0, 1
BUYING, 0, 1
BY YOURSELF, 0, 1
SCRUNCHIE, 0, 1
SERIES, 130, 1
SLACK, 0, 1
CARBOHYDRATES, 0, 1
SETTLEMENT, 0, 1
SCRUTINIZE, 0, 1
SOCIALIST, 0, 1
SOCIALIZE, 0, 1
SCRUPLES, 0, 1
SCROOGE, 0, 1
CHRONIC, 0, 1
SCROLL, 0, 1
SNATCH, 4, 1
SCRUFF, 0, 1
SERIAL, 7, 1
SCRUMPTIOUS, 0, 1
SEVENTEEN, 0, 1
BYSTANDER, 0, 1
CHECK-UP, 0, 1
CHEATING, 0, 1
SKIPPING, 0, 1
CHEATER, 0, 1
SCRABBLE, 0, 1
CHEATS, 0, 1
SOILED, 0, 1
CARDIAC, 0, 1
SCRAMBLED, 9, 1
SOLAR, 0, 1
SHADES, 0, 1
SCOTTISH, 0, 1
CALCULATED, 0, 1
SOLICIT, 0, 1
SOLDIERS, 0, 1
BUSYBODY, 0, 1
CINDER, 0, 1
SHADED, 0, 1
SCOUR, 0, 1
SCRAP, 8, 1
SCREECH, 0, 1
CHUNKS, 0, 1
SEXIST, 0, 1
SOFTWARE, 0, 1
BUTTHEAD, 0, 1
CHUNK, 2, 1
BUTTONS, 0, 1
SLEEP WEAR, 0, 1
SOFTDRINK, 0, 1
SLEEPER, 0, 1
SEXUALITY, 0, 1
CILANTRO, 0, 1
BUTANE, 0, 1
SNAPPER, 0, 1
SKOAL, 0, 1
SEBASTIAN, 0, 1
SOFTY, 0, 1
SNAPPING, 0, 1
SNATCHER, 0, 1
CAJOLE, 0, 1
SNOOT, 0, 1
SEASHORE, 5, 1
SNOOTY, 0, 1
SLAVERY, 0, 1
CHOSEN, 0, 1
SLAW, 0, 1
CHOW, 0, 1
SNOBS, 0, 1
CADILLAC, 0, 1
SEA LION, 0, 1
CADAVER, 0, 1
CADET, 0, 1
SLAUGHTER, 0, 1
CHEERIOS, 0, 1
CHOPPER, 0, 1
CAFETERIA, 15, 1
CAJUN, 0, 1
CHEESCAKE, 0, 1
SNIP, 0, 1
SNIFTER, 0, 1
SLEAZE, 0, 1
SLED, 0, 1
SEARCHING, 0, 1
CAIRO, 0, 1
SEARS, 0, 1
SNIDE, 0, 1
SNIFFLES, 0, 1
SNOBBY, 0, 1
CHOSE, 0, 1
CHEESECAKE, 0, 1
SERPENT, 2, 1
CHORES, 0, 1
SERIOUSNESS, 0, 1
SNITCH, 0, 1
SLAYER, 0, 1
CAIN, 0, 1
SEA FLOOR, 0, 1
CAPS, 0, 1
CHROME, 0, 1
SOARING, 0, 1
SETTER, 0, 1
SET UP, 0, 1
CAKES, 0, 1
CHRISTOPHER, 0, 1
C.E.O., 0, 1
SOAPS, 0, 1
SCUD, 0, 1
SOCIABLE, 0, 1
SETTLE, 0, 1
CHROMOSOMES, 0, 1
C-CLAMP, 0, 1
CARAMEL, 0, 1
SOB, 0, 1
CHOMP, 0, 1
C.B., 0, 1
SCURRY, 0, 1
SNUFF, 0, 1
SLASH, 0, 1
CAPTURED, 0, 1
CHEEKS, 0, 1
SNOWY, 0, 1
SLATE, 0, 1
CHOOSIER, 0, 1
CHEERFUL, 10, 1
CHRISTMAS TREE, 0, 1
CABOODLE, 0, 1
SLANTED, 0, 1
SOAP OPERA, 0, 1
C3PO, 0, 1
SET GO, 0, 1
SO LONG, 0, 1
CHOO-CHOO, 0, 1
SET DOWN, 0, 1
SCYTHE, 0, 1
CARED, 0, 1
SISTERS, 0, 1
BURLY, 0, 1
SENTENCES, 0, 1
SHEATH, 0, 1
CARTON, 1, 1
SCANT, 0, 1
SHEARS, 0, 1
SIT UPS, 0, 1
CAPONE, 0, 1
BURGUNDY, 0, 1
SHEEN, 0, 1
SMOULDER, 0, 1
SISKEL, 0, 1
BURIED, 0, 1
SORCERER, 0, 1
BURLAP, 0, 1
SISSY, 0, 1
CHARIOT, 0, 1
SCAPEGOAT, 1, 1
CARSON, 0, 1
SONY, 0, 1
SITTING, 96, 1
SEDATE, 0, 1
CLASP, 0, 1
CHIPPED, 0, 1
CHIROPRACTOR, 0, 1
CHARLIE, 0, 1
SIX PACK, 0, 1
CLASSICAL, 0, 1
CHARISMA, 0, 1
CLASSIFICATION, 0, 1
CHEMIST, 4, 1
SMUG, 0, 1
BURP, 0, 1
SCARECROW, 0, 1
SMURF, 0, 1
CALVIN  KLEIN, 0, 1
SIRLOIN, 0, 1
SINS, 0, 1
SOUTHERN BELLE, 0, 1
BUOY, 0, 1
SINNER, 0, 1
SEEDS, 0, 1
SOUTHERN, 137, 1
BUOYANT, 0, 1
CLAUS, 0, 1
SAY NO, 0, 1
CANTER, 0, 1
SAX, 0, 1
SHELLFISH, 0, 1
SMOKY, 5, 1
SLIGHT, 0, 1
CASH ON DELIVERY, 0, 1
SINKER, 0, 1
BUNCHES, 0, 1
CHEMOTHERAPY, 0, 1
SOURPUSS, 0, 1
BURGERS, 0, 1
SIRE, 0, 1
SOS, 0, 1
SIR, 0, 1
SORROWFUL, 0, 1
SEE THROUGH, 0, 1
SIREN, 1, 1
CHARCOAL, 14, 1
SCALLOP, 0, 1
CHARACTERS, 0, 1
CHIP AND DALE, 0, 1
SMOOCH, 0, 1
SMOOSH, 0, 1
SEE YA, 0, 1
CHARADE, 0, 1
CLASSMATE, 0, 1
BUREAUCRATIC, 0, 1
SCAB, 0, 1
SONIC, 3, 1
CHASING, 0, 1
CHASTE, 0, 1
SCOPE, 0, 1
SOMBRERO, 0, 1
SOLVENT, 0, 1
SNAGGED, 0, 1
SHAKY, 0, 1
SOLVED, 0, 1
CHASTISE, 0, 1
CIRCUMCISE, 0, 1
CIRCULAR, 0, 1
SEPTEMBER, 0, 1
CIRCUMFERENCE, 0, 1
SEQUENCE, 0, 1
CARICATURE, 0, 1
SKILLED, 0, 1
SCOOTER, 0, 1
BUSINESSMAN, 0, 1
BUSTED, 0, 1
CARETAKER, 0, 1
CHOICES, 0, 1
CINNAMON, 0, 1
SKILLS, 0, 1
CARELESSNESS, 0, 1
SLEEPING BAG, 0, 1
BUSTLE, 0, 1
SOLITUDE, 0, 1
SOLITARY, 0, 1
SLEET, 0, 1
CHAT, 0, 1
SKILLET, 2, 1
SCORCH, 0, 1
CHEMICALS, 0, 1
CHOCK, 0, 1
SECONDS, 0, 1
CALENDER, 0, 1
CIRCLES, 0, 1
SKID, 0, 1
SHARPENER, 0, 1
BUSCH, 0, 1
BUSBOY, 0, 1
SONATA, 0, 1
CHARMIN, 0, 1
SIZZLE, 0, 1
CAROUSEL, 0, 1
SHARON STONE, 0, 1
SOMEWHERE, 0, 1
SIXTH, 0, 1
SONGWRITER, 0, 1
CLARK KENT, 0, 1
SCAVENGER, 0, 1
CHARLOTTE'S, 0, 1
CLACK, 0, 1
SONGS, 0, 1
CLAD, 0, 1
CALVIN, 0, 1
CIVIL WORKER, 0, 1
SCHWARTZKOMPF, 0, 1
CHARTER, 0, 1
SECRETS, 0, 1
SEPARATED, 0, 1
SHAPELY, 0, 1
CARNATIONS, 0, 1
CARNATION, 0, 1
SCIENTIFIC, 86, 1
BUSINESS WOMAN, 0, 1
SCHEMATIC, 0, 1
CARNIVORE, 0, 1
CHARMING, 0, 1
CHARRED, 0, 1
CIVIL, 0, 1
SCHOLARSHIP, 36, 1
SLEIGH, 0, 1
SLEUTH, 0, 1
SLENDER, 19, 1
BRONTOSAURUS, 0, 1
UPGRADE, 0, 1
UPHOLD, 0, 1
UP&DOWN, 0, 1
UPBRINGING, 0, 1
UPON A TIME, 0, 1
UPPITY, 0, 1
UPRIGHT, 0, 1
ANTE, 0, 1
UPPERCASE, 0, 1
ANTI, 0, 1
ANTHEM, 0, 1
ANTIDOTE, 2, 1
UNUSABLE, 0, 1
UNWELCOME, 0, 1
UP FRONT, 0, 1
UP TIGHT, 0, 1
UNWORTHY, 0, 1
UNWRAP, 0, 1
UPRIVER, 0, 1
USAGE, 0, 1
ANNOUNCER, 0, 1
URN, 0, 1
US, 0, 1
USED TO, 0, 1
USUALLY, 0, 1
UTILIZE, 0, 1
ANNIE OAKLEY, 0, 1
ANNE FRANK, 0, 1
ANSWERING MACHINE, 0, 1
UPTOWN, 0, 1
ANTAGONIZE, 0, 1
ANTACID, 0, 1
UPWARD, 0, 1
URINAL, 0, 1
URINATE, 0, 1
ANOREXIA, 0, 1
ANONYMOUS, 0, 1
ANTIMATTER, 0, 1
UNLUCKY, 0, 1
UNMADE, 0, 1
UNLOAD, 7, 1
UNLOVED, 0, 1
ANUS, 0, 1
UNOCCUPIED, 0, 1
UNOPENED, 0, 1
UNNATURAL, 8, 1
ANTSY, 0, 1
UNITY, 0, 1
ANYTIME, 0, 1
APACHE, 0, 1
UNITED STATES, 0, 1
UNKIND, 0, 1
UNLEADED, 0, 1
UNLEVELED, 0, 1
ANYONE, 0, 1
ANY DAY, 0, 1
ANTS, 0, 1
ANTISOCIAL, 0, 1
UNSTOPPABLE, 0, 1
ANTITHESIS, 0, 1
UNSPECIFIC, 0, 1
UNSUCCESSFUL, 0, 1
UNTHOUGHTFUL, 0, 1
UNTIED, 0, 1
ANTIPERSPIRANT, 0, 1
UNTAMED, 0, 1
UNPROFESSIONAL, 0, 1
UNRAVEL, 0, 1
UNPLANNED, 0, 1
UNPLEASANT, 15, 1
ANTONYM, 0, 1
UNRELIABLE, 0, 1
UNRULY, 0, 1
UNREASONABLE, 0, 1
UNRELAXED, 0, 1
AMPHIBIAN, 0, 1
VERANDAH, 0, 1
VENGEANCE, 0, 1
VENISON, 0, 1
AMONIA, 0, 1
VERTEBRAE, 0, 1
VERTICAL, 0, 1
AMONG, 0, 1
VERSA, 0, 1
AMPLITUDE, 0, 1
VEIL, 0, 1
AMPUTATION, 0, 1
VEGETARIAN, 0, 1
VEINS, 0, 1
VEND, 0, 1
VENDING, 0, 1
VELCRO, 0, 1
VELOUR, 0, 1
AMERICAN HERO, 0, 1
AMASS, 0, 1
AMALGAM, 0, 1
VIDEO GAME, 0, 1
VIENNA, 0, 1
VIEWER, 0, 1
VINDICTIVE, 0, 1
ALTITUDE, 0, 1
VIEWPOINT, 0, 1
ALVIN, 0, 1
VICE PRESIDENT, 0, 1
VICINITY, 0, 1
VEST, 4, 1
AMENDMENTS, 0, 1
VICK'S, 0, 1
VICTORIA, 0, 1
VICTORIA'S SECRET, 0, 1
VICKS, 0, 1
AMBIENCE, 0, 1
VEER, 2, 1
VALISE, 0, 1
VALIUM, 0, 1
ANDROID, 0, 1
VALIDATE, 0, 1
ANDREW, 0, 1
AND ALE, 0, 1
VALUABLES, 0, 1
VALLEY RANCH, 0, 1
AND BUGGY, 0, 1
ANKLES, 0, 1
VACCINE, 0, 1
V.D., 0, 1
VACATE, 1, 1
ANIMATION, 0, 1
ANGELS, 0, 1
ANEMIA, 0, 1
VAGINA, 0, 1
ANGLES, 0, 1
AND, 0, 1
VARY, 34, 1
AMY, 0, 1
VARIOUS, 0, 1
VARNISH, 0, 1
AMUSING, 0, 1
VCR, 0, 1
VEAL, 1, 1
VATICAN, 0, 1
AMUSEMENT, 0, 1
ANALYTICAL, 0, 1
VAN GOGH, 0, 1
ANCHOR, 15, 1
VALVE, 3, 1
VANITY, 7, 1
VARIED, 0, 1
AN, 0, 1
VAPOR, 12, 1
VARIABLES, 0, 1
TURNING, 0, 1
TURNIP, 0, 1
TURMOIL, 0, 1
TURN AGAINST, 0, 1
ARCHES, 0, 1
TUTU, 0, 1
TUX, 0, 1
ARCHERY, 0, 1
TUT, 0, 1
ARITHMETIC, 8, 1
TUMS, 0, 1
ARMADA, 0, 1
ARIZONA, 0, 1
ARGON, 0, 1
ARENA, 7, 1
TURBO, 0, 1
TUNED, 0, 1
TUNER, 0, 1
